Typ;Produkt;"B x H[mm]";"Preis[Pos]";"Qm[ges.]";Kunden Nr.;Druck RG;Produkt-ID;Monat;Days;;;;;;;;;;;;12/31/2021
AU*;Floatglas 4 mm;1610 x 2250;537.6;108.6;10124;7/29/2019;1004;2019/07;886.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;1013.8;74;12003;7/30/2019;6000;2019/07;885.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;1150.92;121.14;10124;8/5/2019;4023;2019/08;879.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3660;6110.64;593.28;10124;8/5/2019;1010;2019/08;879.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2440 x 3300;3268.3;112.7;10124;8/5/2019;62427;2019/08;879.00;;;;;;;;;;;;
AU*;Weißglas Starfire 8 mm;2250 x 3300;2585.7;222.9;10124;8/5/2019;1008;2019/08;879.00;;;;;;;;;;;;
AU*;Guardian Brilliance Ultra Clear 2 mm;1200 x 1585;1744.2;32.3;10019;8/12/2019;1002;2019/08;872.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;1650 x 2000;3696;264;10864;8/12/2019;4102;2019/08;872.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 2160;740.4;142.4;10864;8/12/2019;4078;2019/08;872.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;519.9;108.3;10945;8/12/2019;1004;2019/08;872.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;919.8;101.08;10945;8/12/2019;1008;2019/08;872.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1300 x 3210;960.96;200.16;10760;8/12/2019;1004;2019/08;872.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1300 x 3210;1134.08;266.88;10760;8/12/2019;1003;2019/08;872.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;640.8;142.4;10760;8/12/2019;4054;2019/08;872.00;;;;;;;;;;;;
AU*;VSG 44.2 matt;2550 x 3210;1729.68;98.28;10760;8/12/2019;6021;2019/08;872.00;;;;;;;;;;;;
AU*;VSG 55.1 matt;2250 x 3210;1321.3;72.2;10760;8/12/2019;6004;2019/08;872.00;;;;;;;;;;;;
AU*;Madras Uadi 4 mm;2250 x 3210;1407.9;36.1;10760;8/12/2019;1004;2019/08;872.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;2040 x 3210;471.6;32.75;10760;8/12/2019;4102;2019/08;872.00;;;;;;;;;;;;
AU*;Floatglas bronce 6 mm;2250 x 3210;228.51;21.66;10760;8/12/2019;1106;2019/08;872.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3300;1092.28;104.02;11304;8/12/2019;1008;2019/08;872.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3300;1173.69;200.61;10649;8/15/2019;1004;2019/08;869.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1773.9;129.96;10649;8/15/2019;6000;2019/08;869.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;980.4;76;11919;8/15/2019;6000;2019/08;869.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1000 x 1605;1222.02;235.06;11919;8/15/2019;1003;2019/08;869.00;;;;;;;;;;;;
AU*;Weißglas 3 mm;2250 x 3210;1761.6;144.4;12104;8/22/2019;1003;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2550 x 1605;423.3;40.9;12469;8/22/2019;1006;2019/08;862.00;;;;;;;;;;;;
AU*;Robax 4mm;1100 x 1954;300.79;2.15;12469;8/22/2019;1753;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1000 x 1600;336;64;11092;8/22/2019;1002;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;639;108.3;11077;8/22/2019;1004;2019/08;862.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;60.52;7.12;11077;8/22/2019;4054;2019/08;862.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;60.52;7.12;11077;8/22/2019;4083;2019/08;862.00;;;;;;;;;;;;
AU*;Ornament 521 weiß 4 mm;1650 x 2160;60.52;7.12;11077;8/22/2019;4086;2019/08;862.00;;;;;;;;;;;;
AU*;Ornament 523 weiß 4 mm;1650 x 2160;60.52;7.12;11077;8/22/2019;4087;2019/08;862.00;;;;;;;;;;;;
AU*;Matoflex 2 mm;1000 x 1605;65.68;6.44;11077;8/22/2019;1002;2019/08;862.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2250;75.82;7.22;11077;8/22/2019;1445;2019/08;862.00;;;;;;;;;;;;
AU*;Ornament 187 weiß 4 mm;1650 x 2160;60.52;7.12;11077;8/22/2019;4080;2019/08;862.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;588;42;10419;8/22/2019;6000;2019/08;862.00;;;;;;;;;;;;
AU*;Altdeutsch K bronze 4 mm;1650 x 2160;138.84;3.56;10419;8/22/2019;4002;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;1605 x 2250;187.72;14.44;10419;8/22/2019;1008;2019/08;862.00;;;;;;;;;;;;
AU*;Lacobel 6 mm grey 9006;3210 x 2250;310.46;14.44;10610;8/22/2019;62422;2019/08;862.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;3210 x 2250;1234.62;64.98;10610;8/22/2019;62463;2019/08;862.00;;;;;;;;;;;;
AU*;VSG 8 mm;3210 x 2250;292.41;21.66;10610;8/22/2019;6001;2019/08;862.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;158.84;14.44;10610;8/22/2019;6000;2019/08;862.00;;;;;;;;;;;;
AU*;Spiegel bronce 4 mm;3210 x 2250;77.25;7.22;10610;8/22/2019;1414;2019/08;862.00;;;;;;;;;;;;
AU*;Spiegel bronce 6 mm;3210 x 2250;99.64;7.22;10610;8/22/2019;1416;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas grau 10 mm;3210 x 2250;140.79;7.22;10610;8/22/2019;1210;2019/08;862.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;3300 x 2040;154.8;13.46;10610;8/22/2019;4023;2019/08;862.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;2160 x 1650;64.08;10.68;10610;8/22/2019;4054;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;410.26;70.08;11514;8/22/2019;1003;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;546.77;93.44;11514;8/22/2019;1003;2019/08;862.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;1147;74;11514;8/22/2019;6000;2019/08;862.00;;;;;;;;;;;;
AU*;VSG 8 mm matte Folie;2550 x 3210;943.5;49.14;10649;8/22/2019;6057;2019/08;862.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1481.49;194.94;10649;8/22/2019;1900;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - Deckblatt -;2250 x 3210;42.24;7.22;10649;8/22/2019;1004;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;773.1;122.7;10730;8/22/2019;1004;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;395.66;70.08;10730;8/22/2019;1003;2019/08;862.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2500;655.65;60.15;10730;8/22/2019;1445;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1605 x 2550;409;40.9;10730;8/22/2019;1005;2019/08;862.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2550;245.4;20.45;10730;8/22/2019;1006;2019/08;862.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;946.58;137.18;10126;8/26/2019;1446;2019/08;858.00;;;;;;;;;;;;
AU*;Miralite VSG 33.1 einseitig Spiegel;3210 x 2250;3443.94;129.96;10124;8/28/2019;62333;2019/08;856.00;;;;;;;;;;;;
AU*;Satinato 8 mm;3210 x 2500;1385.25;120.45;10124;8/28/2019;62314;2019/08;856.00;;;;;;;;;;;;
AU*;VSG 5.5.2;3660 x 2440;2927.32;196.46;10124;8/28/2019;6022;2019/08;856.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";3210 x 2550;1575.86;212.94;10124;8/28/2019;1445;2019/08;856.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2550;1381.08;139.23;10124;8/28/2019;1446;2019/08;856.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2250;1360.78;137.18;10124;8/28/2019;1446;2019/08;856.00;;;;;;;;;;;;
AU*;VSG 6.6.2;3210 x 2550;1369.36;65.52;10124;8/28/2019;6023;2019/08;856.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1060.54;187.72;10290;8/30/2019;1445;2019/08;854.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1423.17;194.94;10290;8/30/2019;1900;2019/08;854.00;;;;;;;;;;;;
AU*;Deckblatt Floatglas 4 mm;2250 x 3210;23.47;7.22;10290;8/30/2019;1004;2019/08;854.00;;;;;;;;;;;;
AU*;Floatglas bronce 4 mm;2250 x 3210;252.7;36.1;10290;8/30/2019;1104;2019/08;854.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2250 x 3210;241.5;21.66;10290;8/30/2019;62444;2019/08;854.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;197.9;12.85;10891;9/5/2019;6000;2019/09;848.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;184.8;12;10891;9/5/2019;6000;2019/09;848.00;;;;;;;;;;;;
AU*;VSG 8 mm (matte Folie);2550 x 3210;1415.25;73.71;10649;9/5/2019;6057;2019/09;848.00;;;;;;;;;;;;
AU*;VSG 10 mm matte Folie;2250 x 3210;1574;72.2;10649;9/5/2019;62417;2019/09;848.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;389.88;21.66;10790;9/5/2019;6000;2019/09;848.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2250;340.08;21.66;10790;9/5/2019;62328;2019/09;848.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;85.44;10.68;10790;9/5/2019;4089;2019/09;848.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;2250 x 1605;606.4;144.4;10798;9/5/2019;1003;2019/09;848.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1407.9;187.72;10798;9/5/2019;1445;2019/09;848.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 3210;1167.15;122.85;10798;9/5/2019;1446;2019/09;848.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1600 x 1650;411.25;92.4;10798;9/5/2019;62264;2019/09;848.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;202.16;14.44;10798;9/5/2019;1010;2019/09;848.00;;;;;;;;;;;;
AU*;Ultra Clear 4 mm;2250 x 3210;231.04;28.88;10798;9/5/2019;62453;2019/09;848.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;158.13;21.66;10798;9/5/2019;1005;2019/09;848.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;309.02;14.44;10798;9/5/2019;62463;2019/09;848.00;;;;;;;;;;;;
AU*;Altdeutsch K bronze 4 mm;1650 x 2160;283.02;10.68;10798;9/5/2019;4002;2019/09;848.00;;;;;;;;;;;;
AU*;Ornament 178 bronce 4 mm;1650 x 2160;140.97;10.68;10798;9/5/2019;4079;2019/09;848.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;1261.7;126.79;10149;9/5/2019;1446;2019/09;848.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3300;1232.7;104.02;12307;9/5/2019;1008;2019/09;848.00;;;;;;;;;;;;
AU*;Floatglas 15 mm;2250 x 3300;520.1;14.86;12307;9/5/2019;1015;2019/09;848.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1600;2742.6;806.4;11734;9/11/2019;1002;2019/09;842.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1000 x 1600;217.6;64;11734;9/11/2019;1002;2019/09;842.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;800 x 1600;217.5;64;11734;9/11/2019;1002;2019/09;842.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;900 x 1600;220.5;64.8;11734;9/11/2019;1002;2019/09;842.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2440 x 3300;6649.44;225.4;10325;9/11/2019;62427;2019/09;842.00;;;;;;;;;;;;
AU*;Clarvista Starphire 8.1 mm;2440 x 3300;9642.78;338.1;10794;9/11/2019;62427;2019/09;842.00;;;;;;;;;;;;
AU*;Floatglas bronce 10 mm;3210 x 2250;1262.8;79.42;10794;9/11/2019;1110;2019/09;842.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;2000 x 1650;2046;132;10794;9/11/2019;4102;2019/09;842.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;3210 x 2250;539.34;21.66;10794;9/11/2019;62463;2019/09;842.00;;;;;;;;;;;;
AU*;Spiegel bronce 4 mm;1900 x 3210;297.68;24.4;10610;9/17/2019;1414;2019/09;836.00;;;;;;;;;;;;
AU*;Spiegel bronce 4 mm;650 x 3210;102;8.36;10610;9/17/2019;1414;2019/09;836.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1097.44;137.18;10610;9/17/2019;1446;2019/09;836.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;754.8;142.4;10834;9/20/2019;4054;2019/09;833.00;;;;;;;;;;;;
AU*;VSG 10 mm 0,76 mm Folie klar;2250 x 3210;1643.95;79.42;10649;9/26/2019;6022;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;2250 x 1605;606.4;144.4;10798;9/26/2019;1003;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2550 x 1605;604.94;118.61;10798;9/26/2019;1004;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1600 x 1200;302.4;67.2;10798;9/26/2019;1002;2019/09;827.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);1605 x 2250;577.6;28.88;10798;9/26/2019;6056;2019/09;827.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";2250 x 1605;132.65;18.05;10798;9/26/2019;1447;2019/09;827.00;;;;;;;;;;;;
AU*;Delta weiß 4 mm;1610 x 2130;234.95;17.15;10798;9/26/2019;4021;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;546.77;93.44;11514;9/26/2019;1003;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;889.5;122.7;11514;9/26/2019;1004;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3300;988.19;141.17;10019;9/26/2019;1006;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3300;977.76;104.02;10019;9/26/2019;1008;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3300;890.89;81.73;10019;9/26/2019;1010;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;2250 x 3210;1275.66;274.36;10019;9/26/2019;1003;2019/09;827.00;;;;;;;;;;;;
AU*;Guardian Brilliance 2 mm;1200 x 1585;410.4;7.6;10019;9/26/2019;1002;2019/09;827.00;;;;;;;;;;;;
AU*;VSG 8,76 mm;1605 x 2550;854.8;40.9;10730;9/26/2019;6021;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;465.08;202.16;12114;9/26/2019;1004;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;491;144.4;12114;9/26/2019;1006;2019/09;827.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;511.2;86.64;12114;9/26/2019;1010;2019/09;827.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;323.44;28.88;12245;9/30/2019;6001;2019/09;823.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";2250 x 3210;112.62;21.66;12245;9/30/2019;1447;2019/09;823.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;2250 x 3210;389.9;36.1;12245;9/30/2019;62329;2019/09;823.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;33.93;7.22;12245;9/30/2019;1005;2019/09;823.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;117.68;14.44;12245;9/30/2019;1008;2019/09;823.00;;;;;;;;;;;;
AU*;Drahtornament 187 weiß 7 mm;2040 x 2520;388.56;30.84;12245;9/30/2019;4026;2019/09;823.00;;;;;;;;;;;;
AU*;Drahtornament 521 weiß 7 mm;2040 x 2520;444.12;30.84;12245;9/30/2019;4029;2019/09;823.00;;;;;;;;;;;;
AU*;Drahtornament 523 weiß 7 mm;2040 x 2520;444.12;30.84;12245;9/30/2019;4039;2019/09;823.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - AGC Qualität;2250 x 3210;1130.71;209.38;10290;9/30/2019;1004;2019/09;823.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;857.79;194.94;10290;9/30/2019;1900;2019/09;823.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;23.47;7.22;10290;9/30/2019;1004;2019/09;823.00;;;;;;;;;;;;
AU*;VSG 22.2;2550 x 3210;2358.72;196.56;10290;9/30/2019;6108;2019/09;823.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;99.7;17.8;10290;9/30/2019;4083;2019/09;823.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;2000 x 1650;301.95;16.5;10290;9/30/2019;4102;2019/09;823.00;;;;;;;;;;;;
AU*;Madras Uadi 4 mm;2250 x 3210;566.04;14.44;10290;9/30/2019;1032;2019/09;823.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3300;907.28;163.46;10794;9/30/2019;1005;2019/09;823.00;;;;;;;;;;;;
AU*;Floatglas grau 8 mm;2250 x 3210;1202.88;101.08;10794;9/30/2019;1208;2019/09;823.00;;;;;;;;;;;;
AU*;Chinchilla 8 mm;2250 x 2040;1564.32;73.44;10794;9/30/2019;1008;2019/09;823.00;;;;;;;;;;;;
AU*;Mastercarre weiß 8 mm;2040 x 3300;2035.88;74.03;10794;9/30/2019;4130;2019/09;823.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1300 x 1605;854.1;152.57;10294;10/15/2019;1003;2019/10;808.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;552.2;40.9;10730;10/15/2019;1446;2019/10;808.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 5 mm";1605 x 2550;499;40.9;10730;10/15/2019;62303;2019/10;808.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;729.8;35.6;10730;10/15/2019;4001;2019/10;808.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;320.4;35.6;10730;10/15/2019;4054;2019/10;808.00;;;;;;;;;;;;
AU*;LOW-E 6 mm;2250 x 3210;1374.62;122.74;10649;10/15/2019;1902;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas 4 mm - DECKBLATT -;2250 x 3210;42.24;7.22;10649;10/15/2019;1004;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;693.2;144.4;10524;10/15/2019;1003;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas grau 8 mm - AGC-Qualität;2250 x 3210;1819.44;101.08;12122;10/15/2019;1208;2019/10;808.00;;;;;;;;;;;;
AU*;Optiwhite 8 mm;2250 x 3210;2127.72;101.08;12122;10/15/2019;1063;2019/10;808.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2130;807.12;133.38;11514;10/15/2019;4054;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;86.64;14.44;11077;10/15/2019;1003;2019/10;808.00;;;;;;;;;;;;
AU*;Lacobel 6 mm soft-white 9010;1605 x 2250;158.84;7.22;11077;10/15/2019;62462;2019/10;808.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;223.84;14.44;11077;10/15/2019;6000;2019/10;808.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);1605 x 2250;371.12;14.44;11077;10/15/2019;6022;2019/10;808.00;;;;;;;;;;;;
AU*;Guardian Brilliance 2 mm;1000 x 1600;156.8;3.2;11077;10/15/2019;1002;2019/10;808.00;;;;;;;;;;;;
AU*;1 x ThermoUp Wall, schwarz, Top 1100;;333;;11077;10/15/2019;;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1300 x 1605;648.24;152.57;10291;10/15/2019;1003;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1200 x 1605;505.12;84.92;12446;10/15/2019;1003;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;140.8;14.44;10419;10/15/2019;1006;2019/10;808.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;353.78;14.44;10419;10/15/2019;62463;2019/10;808.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;423.3;61.35;10419;10/15/2019;1004;2019/10;808.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";2250 x 3210;1088.88;187.72;10126;10/21/2019;1445;2019/10;802.00;;;;;;;;;;;;
AU*;Satinato 8 mm;2250 x 3210;105.41;7.22;10126;10/21/2019;62330;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;800 x 1605;262.5;64;11219;10/21/2019;1002;2019/10;802.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;198.55;7.22;11055;10/21/2019;62463;2019/10;802.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);2250 x 3210;176.89;7.22;11055;10/21/2019;6021;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;32.5;7.22;11055;10/21/2019;1003;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;80.86;7.22;11055;10/21/2019;1008;2019/10;802.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;89;3.56;11055;10/21/2019;4001;2019/10;802.00;;;;;;;;;;;;
AU*;Lacobel 6 mm classic schwarz 9005;2250 x 3210;131.04;7.22;11055;10/21/2019;62422;2019/10;802.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;946.58;137.18;10126;10/21/2019;1446;2019/10;802.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;277.24;28.88;11219;10/21/2019;1446;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;236.8;28.88;11219;10/21/2019;1008;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;133.2;21.66;11219;10/21/2019;1006;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;59.2;14.44;11219;10/21/2019;1004;2019/10;802.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;186.28;14.44;11219;10/21/2019;6000;2019/10;802.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;98.77;7.22;11219;10/21/2019;6001;2019/10;802.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;158.84;7.22;11219;10/21/2019;62463;2019/10;802.00;;;;;;;;;;;;
AU*;Dielectric mirror 60/40 6 mm;3210 x 2550;4684.72;65.52;10124;10/21/2019;1421;2019/10;802.00;;;;;;;;;;;;
AU*;Dielectric mirror 60/40 6 mm;3210 x 2250;4646.07;64.98;10124;10/21/2019;1421;2019/10;802.00;;;;;;;;;;;;
AU*;VSG 8,76 matte Folie;1605 x 2250;462.08;14.44;10419;10/21/2019;62446;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;3210 x 2250;116.96;7.22;10419;10/21/2019;1010;2019/10;802.00;;;;;;;;;;;;
AU*;PPG Clarvista 8 mm;2440 x 3300;2930.2;112.7;10124;10/21/2019;62426;2019/10;802.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1300 x 1605;469.2;142.12;12104;10/28/2019;1003;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2550;688.5;208.59;12104;10/28/2019;1003;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;820.52;140.16;11514;10/28/2019;1003;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;360.62;70.08;11250;10/28/2019;1003;2019/10;795.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 1600;462;92.4;10798;10/28/2019;4078;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papierzwischenlage;1200 x 1600;302.4;67.2;10798;10/28/2019;1002;2019/10;795.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2550 x 1605;625.8;122.7;10798;10/28/2019;1004;2019/10;795.00;;;;;;;;;;;;
AU*;VSG 6 mm;1200 x 2140;840.3;77.1;10798;10/28/2019;6000;2019/10;795.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2550;1322.77;139.23;10798;10/28/2019;1446;2019/10;795.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;1650 x 2000;300.3;16.5;10798;10/28/2019;4102;2019/10;795.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;90.8;17.8;10798;10/28/2019;4054;2019/10;795.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;311.5;17.8;10798;10/28/2019;4001;2019/10;795.00;;;;;;;;;;;;
AU*;Eisblumenglas weiß 4 mm;1524 x 2440;178.56;7.44;10798;10/28/2019;4101;2019/10;795.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 2500;260.1;25.5;10798;10/28/2019;4023;2019/10;795.00;;;;;;;;;;;;
AU*;VSG 8,76 mm matte Folie;3210 x 2250;509.01;21.66;10798;10/28/2019;6021;2019/10;795.00;;;;;;;;;;;;
AU*;Ornament 187 weiß 4 mm;1650 x 2160;44.14;7.12;10798;10/28/2019;4080;2019/10;795.00;;;;;;;;;;;;
AU*;Lacobel 6 mm schwarz 9005;2250 x 3210;119.13;7.22;10798;10/28/2019;62422;2019/10;795.00;;;;;;;;;;;;
