Typ;Produkt;"B x H[mm]";"Preis[Pos]";"Qm[ges.]";Kunden Nr.;Druck RG;Produkt-ID;Monat;Days;;;;;;;;;;;;12/31/2021
AU*;VSG 12,76 mm matte Folie;2550 x 3210;3013.92;131.04;10124;8/18/2020;62443;2020/08;500.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;184.77;10.68;10124;8/18/2020;4001;2020/08;500.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;487.25;180.5;10290;8/18/2020;1004;2020/08;500.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;646.8;202.16;10290;8/18/2020;1003;2020/08;500.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;97.9;17.8;10419;8/20/2020;4054;2020/08;498.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;117.78;6.73;10419;8/20/2020;4023;2020/08;498.00;;;;;;;;;;;;
AU*;VSG 12 mm (0,76 mm Folie);3210 x 2550;2424.32;131.04;10124;8/20/2020;6023;2020/08;498.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;946.58;137.18;10126;8/27/2020;1446;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1300 x 1605;930.72;175.56;11145;8/27/2020;1003;2020/08;491.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;1695.04;130.88;11145;8/27/2020;6000;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;607.32;107.52;10730;8/27/2020;1003;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;900 x 1605;683.76;120.96;10730;8/27/2020;1003;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1000 x 1605;764.4;135.24;10730;8/27/2020;1003;2020/08;491.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 3 mm";1605 x 2250;178.68;21.66;10730;8/27/2020;1447;2020/08;491.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;128.16;14.24;10730;8/27/2020;62264;2020/08;491.00;;;;;;;;;;;;
AU*;Barock weiß 4 mm;1650 x 2160;320.4;14.24;10730;8/27/2020;4120;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1605 x 2250;288.8;28.88;10730;8/27/2020;1005;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 12 mm;2250 x 3210;1137.15;64.98;12307;8/27/2020;1012;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;1605 x 2250;123.45;10.83;11045;8/27/2020;1006;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;1605 x 2250;137.2;14.44;11045;8/27/2020;1005;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;137.2;18.05;11045;8/27/2020;1004;2020/08;491.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;215.88;14.44;11045;8/27/2020;6000;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 1300;877.8;175.56;11045;8/27/2020;1003;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1200 x 1605;57.9;9.65;11045;8/27/2020;1002;2020/08;491.00;;;;;;;;;;;;
AU*;Inspiration 2 mm;1200 x 1605;117.75;9.65;11045;8/27/2020;62311;2020/08;491.00;;;;;;;;;;;;
AU*;Ornament 521 weiß 4 mm;1650 x 2160;25.99;3.56;11045;8/27/2020;4086;2020/08;491.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;25.99;3.56;11045;8/27/2020;4089;2020/08;491.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;181.93;24.92;11045;8/27/2020;4054;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;942.3;129.96;10524;8/27/2020;1006;2020/08;491.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;1767.22;174.98;11520;8/27/2020;4023;2020/08;491.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;746.46;158.84;12114;8/28/2020;1010;2020/08;490.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2550 x 3210;384.9;81.9;12114;8/28/2020;1010;2020/08;490.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2550 x 3210;363.6;98.28;12114;8/28/2020;1008;2020/08;490.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm matte Folie);2550 x 3210;1031.94;73.71;12114;8/28/2020;6021;2020/08;490.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);2550 x 3210;941.9;81.9;12114;8/28/2020;6022;2020/08;490.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;46.28;7.12;12114;8/28/2020;4089;2020/08;490.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 1600;44.88;5.28;12114;8/28/2020;4078;2020/08;490.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 1600;44.88;5.28;12114;8/28/2020;62264;2020/08;490.00;;;;;;;;;;;;
AU*;VSG 8 mm;3210 x 2250;197.54;14.44;11219;8/31/2020;6001;2020/08;487.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;279.42;21.66;11219;8/31/2020;6000;2020/08;487.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;3210 x 2250;236.8;28.88;11219;8/31/2020;1008;2020/08;487.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2250;277.24;28.88;11219;8/31/2020;1446;2020/08;487.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;3210 x 2250;128.52;14.44;11219;8/31/2020;62328;2020/08;487.00;;;;;;;;;;;;
AU*;Floatglas 8 mm klar;2550 x 3210;835.44;98.28;10720;8/31/2020;1008;2020/08;487.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2550 x 1605;685.6;82.6;10443;9/3/2020;1006;2020/09;484.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;540.1;158.84;10290;9/3/2020;1005;2020/09;484.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1405.04;202.16;11304;9/7/2020;1900;2020/09;480.00;;;;;;;;;;;;
AU*;Floatglas 6 mm (Deckblatt);2250 x 3210;33.57;7.22;11304;9/7/2020;1006;2020/09;480.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3300;967.4;208.04;11304;9/7/2020;1004;2020/09;480.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2550 x 3210;1002.4;131.04;10798;9/7/2020;1006;2020/09;480.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1303.21;137.18;10798;9/7/2020;1446;2020/09;480.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1605;304.15;67.55;10798;9/7/2020;1002;2020/09;480.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;379.05;36.1;10798;9/7/2020;1008;2020/09;480.00;;;;;;;;;;;;
AU*;Ultra-clear 8mm;2250 x 3210;231.04;14.44;10798;9/7/2020;62445;2020/09;480.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;210.84;28.88;10798;9/7/2020;1005;2020/09;480.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;2250 x 3210;180.5;14.44;10798;9/7/2020;62329;2020/09;480.00;;;;;;;;;;;;
AU*;VSG 10 mm;3210 x 2250;114.08;7.22;10610;9/8/2020;6004;2020/09;479.00;;;;;;;;;;;;
AU*;VSG 8 mm;3210 x 2250;779.76;57.76;10610;9/8/2020;6001;2020/09;479.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2250;238.26;21.66;10610;9/8/2020;6000;2020/09;479.00;;;;;;;;;;;;
AU*;VSG 6 mm (matte Folie);3210 x 2250;108.3;7.22;10610;9/8/2020;6056;2020/09;479.00;;;;;;;;;;;;
AU*;Lacobel Schwarz 9005;3210 x 2250;324.9;21.66;10610;9/8/2020;1006;2020/09;479.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;3210 x 2250;167.5;14.44;10610;9/8/2020;62444;2020/09;479.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;3210 x 2250;103.25;7.22;10610;9/8/2020;62330;2020/09;479.00;;;;;;;;;;;;
AU*;Spiegel grau 6 mm;3210 x 2250;199.28;14.44;10610;9/8/2020;1426;2020/09;479.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;309.6;26.92;10610;9/8/2020;4023;2020/09;479.00;;;;;;;;;;;;
AU*;Drahtspiegelglas 7 mm;2140 x 3300;275.34;7.06;10610;9/8/2020;5010;2020/09;479.00;;;;;;;;;;;;
AU*;Ultra-clear 6 mm;2550 x 3210;1336.54;139.23;10124;9/8/2020;62444;2020/09;479.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;2550 x 3210;2457.12;196.56;10124;9/8/2020;62330;2020/09;479.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2250 x 3210;2931.32;101.08;10124;9/8/2020;62427;2020/09;479.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;621.6;151.62;10124;9/8/2020;1004;2020/09;479.00;;;;;;;;;;;;
AU*;Mastercarre weiß 4 mm;2000 x 1650;275.55;16.5;10124;9/8/2020;4102;2020/09;479.00;;;;;;;;;;;;
AU*;Dielectric Mirror 60/40 6 mm;2550 x 3210;8779.68;131.04;10152;9/9/2020;1406;2020/09;478.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2550;5778.3;696.15;10152;9/9/2020;1446;2020/09;478.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;651.84;151.62;10945;9/9/2020;1004;2020/09;478.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;3210 x 2250;1390;72.2;10419;9/14/2020;62463;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;564.4;81.8;10419;9/14/2020;1004;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;800 x 1600;770;179.2;12104;9/14/2020;1002;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1200 x 1605;854.9;198.79;12104;9/14/2020;1002;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 2 mm mit Papier;1000 x 1605;1384;322;12104;9/14/2020;1002;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;666.96;151.62;10149;9/14/2020;1004;2020/09;473.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;891;60;10149;9/14/2020;6000;2020/09;473.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;505.4;36.1;10419;9/14/2020;6000;2020/09;473.00;;;;;;;;;;;;
AU*;VSG 6 mm;1000 x 2000;364;26;10419;9/14/2020;6000;2020/09;473.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;2250 x 3210;2330.73;137.18;10720;9/14/2020;62463;2020/09;473.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;3210 x 2250;2002.79;137.18;10610;9/14/2020;62463;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;472.08;80.64;11514;9/14/2020;1003;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;629.16;107.52;11514;9/14/2020;1003;2020/09;473.00;;;;;;;;;;;;
AU*;Drahtornament 187 weiß 7 mm;2040 x 2520;107.94;5.14;10790;9/14/2020;4026;2020/09;473.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2250;340.08;21.66;10790;9/14/2020;62328;2020/09;473.00;;;;;;;;;;;;
AU*;Ornament 528 weiß 4 mm;1650 x 2160;56.96;7.12;10790;9/14/2020;4089;2020/09;473.00;;;;;;;;;;;;
AU*;Kathedral kleingehämmert weiß 4 mm;1650 x 2160;142.4;17.8;10790;9/14/2020;4054;2020/09;473.00;;;;;;;;;;;;
AU*;VSG 6.6.2 matt;2550 x 3210;3013.92;131.04;10124;9/14/2020;6103;2020/09;473.00;;;;;;;;;;;;
AU*;Ornament 504 weiß 4 mm;1650 x 2160;612.4;142.4;10938;9/14/2020;4083;2020/09;473.00;;;;;;;;;;;;
AU*;Silvit 178 weiß 4 mm;1650 x 2160;628.9;135.28;10938;9/14/2020;1884;2020/09;473.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;655.2;142.4;10938;9/14/2020;62264;2020/09;473.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;2550 x 3210;1586.75;204.75;10124;9/14/2020;62328;2020/09;473.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1527.12;129.96;10525;9/14/2020;6000;2020/09;473.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;1537.92;130.88;10525;9/14/2020;6000;2020/09;473.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1481.49;194.94;10649;9/14/2020;1900;2020/09;473.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;42.24;7.22;10649;9/14/2020;1004;2020/09;473.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;1182.6;86.64;10649;9/14/2020;6000;2020/09;473.00;;;;;;;;;;;;
AU*;Drahtspiegelglas 7 mm;2140 x 3300;302.87;7.06;10419;9/14/2020;62280;2020/09;473.00;;;;;;;;;;;;
AU*;Ornament 523 weiß 4 mm;1650 x 2160;46.28;7.12;10419;9/14/2020;4087;2020/09;473.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2550 x 3210;2645.54;278.46;10798;9/15/2020;1446;2020/09;472.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 1600;387.75;87.12;10798;9/15/2020;62264;2020/09;472.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 2500;260.1;25.5;10798;9/15/2020;4023;2020/09;472.00;;;;;;;;;;;;
AU*;Robax 4mm;1954 x 1100;236.85;2.2;10124;9/17/2020;1753;2020/09;470.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;3210 x 2250;816.64;209.38;11052;9/17/2020;1004;2020/09;470.00;;;;;;;;;;;;
AU*;VSG 6 mm;3210 x 2550;1216.2;122.85;11052;9/17/2020;6000;2020/09;470.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;1605 x 2250;114.08;7.22;11077;9/23/2020;62328;2020/09;464.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;1605 x 2250;128.52;7.22;11077;9/23/2020;62329;2020/09;464.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;72.98;3.56;11077;9/23/2020;4001;2020/09;464.00;;;;;;;;;;;;
AU*;Gothik weiß 4 mm;1610 x 2130;66.89;3.43;11077;9/23/2020;4044;2020/09;464.00;;;;;;;;;;;;
AU*;Maschinenglas 3 mm;2600 x 1800;234;18.72;11077;9/23/2020;62461;2020/09;464.00;;;;;;;;;;;;
AU*;Restover 2,5 - 3 mm;1500 x 1600;328.8;4.8;11077;9/23/2020;1003;2020/09;464.00;;;;;;;;;;;;
AU*;"Thermo Up Floor LED Plus black
";;430;;11077;9/23/2020;;2020/09;464.00;;;;;;;;;;;;
AU*;Double-sided Ultra Clear 2 mm;1200 x 1585;186.2;3.8;11077;9/23/2020;62429;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 2 mm;1200 x 1605;50.2;7.72;11077;9/23/2020;1002;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;711.96;122.74;10945;9/23/2020;1006;2020/09;464.00;;;;;;;;;;;;
AU*;Dark grey 6 mm -Imitation-;2440 x 1650;160.4;8.06;10945;9/23/2020;1006;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 12 mm;2250 x 3210;926.01;64.98;10945;9/23/2020;1012;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;889.56;202.16;10019;9/23/2020;1004;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;794.25;180.5;10019;9/23/2020;1004;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3300;923.56;163.46;10019;9/23/2020;1005;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;828.58;122.74;10019;9/23/2020;1006;2020/09;464.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;1223.46;121.14;11520;9/23/2020;4023;2020/09;464.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3600;963.69;95.42;11520;9/23/2020;4023;2020/09;464.00;;;;;;;;;;;;
AU*;Altdeutsch K gelb 4 mm;1650 x 2160;320.4;10.68;11520;9/23/2020;4004;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;3210 x 1500;568.8;96.4;10720;9/23/2020;1006;2020/09;464.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1605 x 2250;515.76;202.16;12245;9/25/2020;1003;2020/09;462.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;285.92;28.88;12245;9/25/2020;6000;2020/09;462.00;;;;;;;;;;;;
AU*;VSG 8 mm;2250 x 3210;323.44;28.88;12245;9/25/2020;6001;2020/09;462.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;197.84;28.88;12245;9/25/2020;1006;2020/09;462.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;235.36;28.88;12245;9/25/2020;1008;2020/09;462.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1097.44;137.18;10610;9/29/2020;1446;2020/09;458.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;450.58;93.86;10610;9/29/2020;1006;2020/09;458.00;;;;;;;;;;;;
AU*;LOW-E 6 mm;2250 x 3210;981.92;122.74;11914;9/30/2020;1902;2020/09;457.00;;;;;;;;;;;;
AU*;Floatglas 4 mm (Deckblatt);2250 x 3210;26.71;7.22;11914;9/30/2020;1004;2020/09;457.00;;;;;;;;;;;;
AU*;VSG 8,76 mm;2550 x 3210;810.81;73.71;11914;9/30/2020;6021;2020/09;457.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;721.26;129.96;11914;9/30/2020;1006;2020/09;457.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;779.76;129.96;11058;9/30/2020;1004;2020/09;457.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 2500;80.07;5.1;11058;9/30/2020;4023;2020/09;457.00;;;;;;;;;;;;
AU*;VSG 6 mm;2250 x 3210;106.13;7.22;11058;9/30/2020;6000;2020/09;457.00;;;;;;;;;;;;
AU*;VSG 6 mm (0,76 mm Folie);2250 x 3210;133.57;7.22;11058;9/30/2020;6020;2020/09;457.00;;;;;;;;;;;;
AU*;Gothik weiß 4 mm;1610 x 2130;60.03;3.43;11058;9/30/2020;4044;2020/09;457.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);1605 x 2550;828.3;61.35;10649;9/30/2020;6021;2020/09;457.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3300;1193.28;163.46;10649;9/30/2020;1005;2020/09;457.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2250;161.91;10.83;11557;9/30/2020;6000;2020/09;457.00;;;;;;;;;;;;
AU*;VSG 10 mm (0,76 mm Folie);1605 x 2550;625.8;24.54;11557;9/30/2020;6022;2020/09;457.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);1605 x 2550;175.88;8.18;11557;9/30/2020;6021;2020/09;457.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2250;368.25;54.15;11557;9/30/2020;1004;2020/09;457.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;1166.03;137.18;11055;10/6/2020;1446;2020/10;451.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;1475.88;202.16;10290;10/6/2020;1900;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 6 mm -Deckblatt-;2250 x 3210;29.24;7.22;10290;10/6/2020;1006;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2550 x 3210;530.64;196.56;10290;10/6/2020;1004;2020/10;451.00;;;;;;;;;;;;
AU*;LOW-E 4 mm;2250 x 3210;4326;404.32;12478;10/6/2020;1900;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 6 mm -Deckblatt-;2250 x 3210;83.76;14.44;12478;10/6/2020;1006;2020/10;451.00;;;;;;;;;;;;
AU*;VSG 33.1 einseitig Spiegel;2250 x 3210;245.48;7.22;11055;10/6/2020;6000;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;2250 x 3210;80.86;14.44;11055;10/6/2020;1004;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;121.3;14.44;11055;10/6/2020;1006;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;80.86;7.22;11055;10/6/2020;1008;2020/10;451.00;;;;;;;;;;;;
AU*;Satinato G 6 mm;2250 x 3210;114.08;7.22;11055;10/6/2020;62329;2020/10;451.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 9010;2250 x 3210;131.04;7.22;11055;10/6/2020;1006;2020/10;451.00;;;;;;;;;;;;
AU*;Lacobel 6 mm 9003;2250 x 3210;198.55;7.22;11055;10/6/2020;1006;2020/10;451.00;;;;;;;;;;;;
AU*;Ornament 523 weiß 4 mm;1650 x 2160;24.92;3.56;11055;10/6/2020;4087;2020/10;451.00;;;;;;;;;;;;
AU*;Starfire 10 mm;2250 x 3300;1310.64;89.16;10124;10/6/2020;62450;2020/10;451.00;;;;;;;;;;;;
AU*;Satinato G 4 mm;2250 x 3210;1566.88;202.16;10124;10/6/2020;62328;2020/10;451.00;;;;;;;;;;;;
AU*;Satinato G 10 mm;2550 x 3210;1277.6;81.9;10124;10/6/2020;62331;2020/10;451.00;;;;;;;;;;;;
AU*;PPG Clarvista Starphire 8 mm;2250 x 3210;2931.32;101.08;10124;10/6/2020;62427;2020/10;451.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);2440 x 3660;2057.4;160.74;10124;10/6/2020;6021;2020/10;451.00;;;;;;;;;;;;
AU*;Gartenglas 3 mm;2100 x 610;618;158.4;10124;10/6/2020;1003;2020/10;451.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3300;454.3;33.65;10834;10/6/2020;4023;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 5 mm;2250 x 3210;61.37;7.22;10834;10/6/2020;1005;2020/10;451.00;;;;;;;;;;;;
AU*;Floatglas 6 mm;2250 x 3210;293.12;28.88;10834;10/6/2020;1006;2020/10;451.00;;;;;;;;;;;;
AU*;Lacobel 6 mm pure-white 9003;1605 x 2250;857.8;36.5;12021;10/9/2020;62463;2020/10;448.00;;;;;;;;;;;;
AU*;Floatglas 8 mm;2250 x 3210;296;36.1;11219;10/9/2020;1008;2020/10;448.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";2250 x 3210;207.93;21.66;11219;10/9/2020;1446;2020/10;448.00;;;;;;;;;;;;
AU*;Ultra Clear 4 mm;2250 x 3210;188.43;21.66;11219;10/9/2020;62453;2020/10;448.00;;;;;;;;;;;;
AU*;Robax 4mm;1954 x 1100;516;4.3;10126;10/13/2020;1753;2020/10;444.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1300 x 3210;948.5;208.5;11058;10/19/2020;1003;2020/10;438.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";1605 x 2550;485.91;36.81;11207;10/19/2020;1446;2020/10;438.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 4 mm";1605 x 2550;458.92;44.99;11207;10/19/2020;1445;2020/10;438.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;479.64;80.64;12446;10/19/2020;1003;2020/10;438.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1200 x 1605;964.32;162.12;12446;10/19/2020;1003;2020/10;438.00;;;;;;;;;;;;
AU*;Luxclear protect 8 mm;3210 x 2250;2324.84;202.16;10124;10/19/2020;62426;2020/10;438.00;;;;;;;;;;;;
AU*;Satinato G 8 mm;3210 x 2550;2457.12;196.56;10124;10/19/2020;62330;2020/10;438.00;;;;;;;;;;;;
AU*;Pelz weiß 4 mm;1650 x 2160;655.2;142.4;10938;10/19/2020;62264;2020/10;438.00;;;;;;;;;;;;
AU*;Chinchilla weiß 4 mm;1610 x 2130;1416;164.64;10938;10/19/2020;4015;2020/10;438.00;;;;;;;;;;;;
AU*;VSG 6 mm;1605 x 2550;1426.56;130.88;10798;10/19/2020;6000;2020/10;438.00;;;;;;;;;;;;
AU*;VSG 8 mm (0,76 mm Folie);1605 x 2550;1012.35;61.35;10798;10/19/2020;6021;2020/10;438.00;;;;;;;;;;;;
AU*;Altdeutsch K weiß 4 mm;1650 x 2160;249.2;14.24;10798;10/19/2020;4001;2020/10;438.00;;;;;;;;;;;;
AU*;Ornament 187 weiß 4 mm;1650 x 2160;110.35;17.8;10798;10/19/2020;4080;2020/10;438.00;;;;;;;;;;;;
AU*;Gothik weiß 4 mm;1610 x 3350;255.48;16.17;10798;10/19/2020;4044;2020/10;438.00;;;;;;;;;;;;
AU*;Ornament 178 weiß 4 mm;1650 x 1600;163.7;26.4;10798;10/19/2020;4078;2020/10;438.00;;;;;;;;;;;;
AU*;Floatglas 10 mm;2250 x 3210;805.31;79.42;10945;10/20/2020;1010;2020/10;437.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1605 x 2550;883.6;163.6;10761;10/20/2020;1004;2020/10;437.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;600 x 1605;472.08;80.64;11514;10/26/2020;1003;2020/10;431.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;800 x 1605;629.16;107.52;11514;10/26/2020;1003;2020/10;431.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1000 x 1605;791.28;135.24;11514;10/26/2020;1003;2020/10;431.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;2040 x 3350;1639.2;109.28;11514;10/26/2020;4023;2020/10;431.00;;;;;;;;;;;;
AU*;Floatglas 4 mm;1500 x 3210;1386.84;202.44;10426;10/26/2020;1004;2020/10;431.00;;;;;;;;;;;;
AU*;Floatglas 3 mm;1200 x 1605;492.36;84.92;10426;10/26/2020;1003;2020/10;431.00;;;;;;;;;;;;
AU*;Optiwhite 8 mm;2250 x 3210;2127.72;101.08;12122;10/26/2020;1063;2020/10;431.00;;;;;;;;;;;;
AU*;Satinato 10 mm;2500 x 3210;1377.96;96.36;10772;10/26/2020;62315;2020/10;431.00;;;;;;;;;;;;
AU*;Drahtglas weiß 7 mm;3350 x 2040;2082.56;219.2;10720;10/27/2020;4023;2020/10;430.00;;;;;;;;;;;;
AU*;"Spiegel ""New Generation"" 6 mm";3210 x 2250;1161.85;137.18;10720;10/27/2020;1446;2020/10;430.00;;;;;;;;;;;;
